CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,log_Monetary,log_Frequency,Cluster,Cluster_Label,PCA1,PCA2
12413,67,3,758.1,2,3,3,233,At Risk,6.632133521022722,1.3862943611198906,0,Promising,0.17943320672776422,-0.19342355680843648
12414,217,3,562.41,1,3,2,132,Lost Customer,6.334007604663525,1.3862943611198906,2,Lost,-0.6913692883788529,1.028063716961454
12415,24,21,124914.53,3,4,4,344,Loyal Customer,11.735393027855736,3.091042453358316,3,High Value,4.4370193065661665,1.7263217604728904
12417,3,9,3649.1,4,4,4,444,Champion,8.202509843461513,2.302585092994046,3,High Value,2.092624433770014,0.12875112629571744
12418,113,1,668.58,2,1,2,212,Hibernating,6.506650650150935,0.6931471805599453,1,Needs Attention,-0.7370793076679995,-0.13902751557080473
12420,64,1,600.39,2,1,2,212,Hibernating,6.3992436425478765,0.6931471805599453,1,Needs Attention,-0.5526744475574378,-0.5995764866771304
12421,16,4,807.04,4,3,3,433,Loyal Customer,6.694611562246261,1.6094379124341003,0,Promising,0.660232713058519,-0.5206268777658393
12422,96,3,803.5600000000001,2,3,3,233,At Risk,6.690295544136225,1.3862943611198906,0,Promising,0.06765470708828537,0.07752221436802186
12423,1,8,1859.31,4,4,4,444,Champion,7.528498419486568,2.1972245773362196,0,Promising,1.6767973892009425,-0.13834875004045596
12424,163,2,1760.96,1,2,4,124,Big Spender (Inactive),7.474182104762846,1.0986122886681098,0,Promising,-0.13590464000962393,0.7699983677707409
12425,78,1,777.2,2,1,3,213,Big Spender (Inactive),6.6569835605504535,0.6931471805599453,1,Needs Attention,-0.49442989194514386,-0.3997741246062607
12426,195,1,582.73,1,1,2,112,Hibernating,6.369438547154207,0.6931471805599453,2,Lost,-1.2005306949234462,0.5364593724326944
12427,22,3,825.8,3,3,3,333,Loyal Customer,6.717562827807613,1.3862943611198906,0,Promising,0.43871552449407786,-0.5610740674356853
12428,26,9,7956.46,3,4,4,344,Loyal Customer,8.981865132439246,2.302585092994046,3,High Value,2.362207600497467,0.563934258925285
12429,9,4,3750.4,4,3,4,434,Loyal Customer,8.22988438262624,1.6094379124341003,0,Promising,1.4441662754664597,-0.12054289996807667
12430,43,1,256.4,3,1,1,311,Potential Loyalist,5.5506312951620265,0.6931471805599453,1,Needs Attention,-0.8657633833047848,-1.0380868565757555
12431,36,15,6487.45,3,4,4,344,Loyal Customer,8.777778952206313,2.772588722239781,3,High Value,2.643255517595303,0.8001970287195361
12432,43,5,5059.32,3,3,4,334,Loyal Customer,8.529185001388596,1.791759469228055,0,Promising,1.5924853515091713,0.3480843356952582
12433,1,7,13375.87,4,4,4,444,Champion,9.50128237507538,2.0794415416798357,3,High Value,2.5331139956644524,0.4016963275457747
12434,85,2,806.14,2,2,3,223,Big Spender (Inactive),6.6934971352559,1.0986122886681098,1,Needs Attention,-0.14025054531954495,-0.1463055412298711
12435,80,2,7829.89,2,2,4,224,Big Spender (Inactive),8.965831447914955,1.0986122886681098,0,Promising,0.994123016924302,0.49270643943236453
12436,100,1,509.01,2,1,2,212,Hibernating,6.234430333369278,0.6931471805599453,1,Needs Attention,-0.8072329078779499,-0.33444006966188944
12437,2,18,4951.41,4,4,4,444,Champion,8.507629605767502,2.9444389791664403,3,High Value,2.8325293652225776,0.49870640503519814
12438,14,2,2906.85,4,2,4,424,New Customer,7.9751692554798295,1.0986122886681098,0,Promising,0.8291761439018823,-0.3817996583851011
12441,367,1,173.55,1,1,1,111,Hibernating,5.162211233551045,0.6931471805599453,2,Lost,-2.6218506834202118,1.6770992153376119
12442,3,1,172.06,4,1,1,411,New Customer,5.153638355178593,0.6931471805599453,1,Needs Attention,-0.8663512638442755,-1.5069773011093897
12444,21,5,5005.46,3,3,4,334,Loyal Customer,8.518484357502437,1.791759469228055,0,Promising,1.6936120650650692,0.15258085765532842
12445,22,1,133.4,3,1,1,311,Potential Loyalist,4.900820428089049,0.6931471805599453,1,Needs Attention,-1.0817232105319579,-1.4168681029027463
12446,58,1,1002.31,2,1,3,213,Big Spender (Inactive),6.9110598129904375,0.6931471805599453,1,Needs Attention,-0.27360885358817866,-0.4982456507983228
12447,243,1,476.49,1,1,2,112,Hibernating,6.168543217293113,0.6931471805599453,2,Lost,-1.5307295585608764,0.8956397308263918
12448,44,1,449.45,3,1,2,312,Potential Loyalist,6.110247083097449,0.6931471805599453,1,Needs Attention,-0.5971843212110121,-0.8612121052026481
12449,22,4,4067.29,3,3,4,334,Loyal Customer,8.310978042729836,1.6094379124341003,0,Promising,1.4209404815775049,0.017446401154312532
12450,156,2,197.88,1,2,1,121,Lost Customer,5.292701627762401,1.0986122886681098,1,Needs Attention,-1.1678777488992522,0.05339842231433996
12451,11,5,9035.52,4,3,4,434,Loyal Customer,9.109029423519523,1.791759469228055,3,High Value,2.0304797302595343,0.2426039332755902
12452,17,2,430.57,4,2,2,422,New Customer,6.067429722163682,1.0986122886681098,1,Needs Attention,-0.11739750472299386,-0.9287513440499527
12453,134,1,707.09,2,1,3,213,Big Spender (Inactive),6.562571204258897,0.6931471805599453,1,Needs Attention,-0.8112784700332394,0.061321719911712515
12454,56,1,3528.34,2,1,4,214,Big Spender (Inactive),8.168866163607964,0.6931471805599453,0,Promising,0.3505904444884437,-0.1378234490771453
12455,73,6,2466.86,2,4,4,244,At Risk,7.81110665732229,1.9459101490553132,0,Promising,1.2373580558800588,0.46348508526801585
12456,44,3,3181.04,3,3,4,334,Loyal Customer,8.065277779528966,1.3862943611198906,0,Promising,0.990818392500512,0.03613010560938237
12457,66,7,2363.23,2,4,4,244,At Risk,7.768207666517555,2.0794415416798357,0,Promising,1.3721498686711375,0.4491259894636138
12458,71,2,947.4,2,2,3,223,Big Spender (Inactive),6.854776354191251,1.0986122886681098,0,Promising,0.006226489468906055,-0.22021525013912138
12461,94,2,826.88,2,2,3,223,Big Spender (Inactive),6.718868216346018,1.0986122886681098,1,Needs Attention,-0.17136367756617557,-0.060019417580309035
12462,19,2,1189.59,3,2,3,323,Hibernating,7.082204261557526,1.0986122886681098,0,Promising,0.3687256934886329,-0.6063855474504048
12463,53,4,1344.78,2,3,3,233,At Risk,7.204729049594601,1.6094379124341003,0,Promising,0.7305931567980615,-0.043969768175308156
12464,10,8,1212.05,4,4,3,443,Loyal Customer,7.100893128209941,2.1972245773362196,0,Promising,1.424372065719911,-0.18815759750249494
12465,17,2,742.1899999999999,4,2,3,423,New Customer,6.610951732080795,1.0986122886681098,1,Needs Attention,0.14815287347971814,-0.7654522919344937
12468,188,2,729.5400000000001,1,2,3,123,Big Spender (Inactive),6.593783986707386,1.0986122886681098,2,Lost,-0.6869013979040264,0.7239958850258604
12471,2,30,19824.05,4,4,4,444,Champion,9.894701568567964,3.4339872044851463,3,High Value,3.9571615956017885,1.1343624520831024
12472,32,7,6572.11,3,4,4,344,Loyal Customer,8.790742363252102,2.0794415416798357,3,High Value,2.036099540075761,0.45916936671696684
12473,29,5,3938.55,3,3,4,334,Loyal Customer,8.278821782571185,1.791759469228055,0,Promising,1.5378448546521195,0.15049827390790815
12474,17,18,7375.79,4,4,4,444,Champion,8.906093863622669,2.9444389791664403,3,High Value,2.95469377790171,0.7495292289323171
12475,54,1,723.38,2,1,3,213,Big Spender (Inactive),6.585316116572351,0.6931471805599453,1,Needs Attention,-0.41342131832748485,-0.6310756119501663
12476,16,11,6816.42,4,4,4,444,Champion,8.82723638014411,2.4849066497880004,3,High Value,2.5014584018552273,0.5116031755003757
12477,23,6,13219.74,3,4,4,344,Loyal Customer,9.489542087633343,1.9459101490553132,3,High Value,2.299112275503893,0.5307450702911445
12478,4,1,680.99,4,1,3,413,New Customer,6.525014994979364,0.6931471805599453,1,Needs Attention,-0.2011674694860772,-1.0862121915992415
12479,11,1,527.2,4,1,2,412,New Customer,6.269474999863032,0.6931471805599453,1,Needs Attention,-0.35985765711511775,-1.1018054707434919
12480,28,4,3281.63,3,3,4,334,Loyal Customer,8.096400209353131,1.6094379124341003,0,Promising,1.2870976226290785,0.005419655651958669
12481,23,10,5596.32,3,4,4,344,Loyal Customer,8.630043190742814,2.3978952727983707,3,High Value,2.2918356050518685,0.4746302971179605
12483,17,8,2484.98,4,4,4,444,Champion,7.818422226986002,2.1972245773362196,3,High Value,1.7410975212216824,0.08860390894824632
12484,33,6,4541.72,3,4,4,344,Loyal Customer,8.421281230578023,1.9459101490553132,3,High Value,1.7288453980071392,0.2971941624327239
12488,10,3,1298.66,4,3,3,433,Loyal Customer,7.169857970780942,1.3862943611198906,0,Promising,0.7177065741889004,-0.530068411727036
12489,336,1,334.93,1,1,2,112,Hibernating,5.816902804925467,0.6931471805599453,2,Lost,-2.152122288400599,1.6028467316894328
12490,5,10,5417.93,4,4,4,444,Champion,8.597653657970227,2.3978952727983707,3,High Value,2.3630284754806627,0.30757202520789656
12491,39,1,460.4,3,1,2,312,Potential Loyalist,6.134265345739653,0.6931471805599453,1,Needs Attention,-0.5612781006894466,-0.8976978470332233
12492,63,2,263.21000000000004,2,2,1,221,Hibernating,5.5767442414854775,1.0986122886681098,1,Needs Attention,-0.5795115031175964,-0.6741180715266086
12493,166,2,433.74,1,2,2,122,Lost Customer,6.0747481512447195,1.0986122886681098,2,Lost,-0.8341337202544676,0.37576509617466625
12494,16,7,1246.1,4,4,3,443,Loyal Customer,7.128576134926702,2.0794415416798357,0,Promising,1.3013583087300622,-0.18006813539644392
12497,82,1,1043.1,2,1,3,213,Big Spender (Inactive),6.950910549296065,0.6931471805599453,1,Needs Attention,-0.3701622231872909,-0.27650336825118754
12498,21,3,403.7000000000001,3,3,2,332,Loyal Customer,6.00314605188182,1.3862943611198906,1,Needs Attention,0.09450482254589491,-0.7844581673616121
12500,23,11,4257.82,3,4,4,344,Loyal Customer,8.356747405587967,2.4849066497880004,3,High Value,2.2377498676955043,0.4314293201232343
12501,337,1,2169.39,1,1,4,114,Big Spender (Inactive),7.682662153888476,0.6931471805599453,2,Lost,-1.2453962694415346,2.1721471834956136
12502,96,5,3723.87,2,3,4,234,At Risk,8.222787230875806,1.791759469228055,0,Promising,1.1865692681759978,0.7192688348278168
12504,18,2,482.05,4,2,2,422,New Customer,6.180120167963518,1.0986122886681098,1,Needs Attention,-0.06717426165222717,-0.8861535555329556
12506,233,1,73.5,1,1,1,111,Hibernating,4.310799125385514,0.6931471805599453,2,Lost,-2.39003076964733,0.25008394947520096
12507,134,3,1304.81,2,3,3,233,At Risk,7.174578816863813,1.3862943611198906,0,Promising,0.12055893420072712,0.5551579225834103
12508,26,2,398.27,3,2,2,322,Potential Loyalist,5.989637879766574,1.0986122886681098,1,Needs Attention,-0.19891329380537645,-0.873460115384483
12509,284,1,176.5,1,1,1,111,Hibernating,5.178970608915471,0.6931471805599453,2,Lost,-2.2124149834028657,0.9566823917423579
12510,143,2,982.57,1,2,3,123,Big Spender (Inactive),6.8911888096735625,1.0986122886681098,0,Promising,-0.3240534885616884,0.4200325852796722
12512,66,2,138.03,2,2,1,221,Hibernating,4.9346897371814515,1.0986122886681098,1,Needs Attention,-0.9077051560713956,-0.8407996637210483
12513,113,1,612.29,2,1,2,212,Hibernating,6.418837907265026,0.6931471805599453,1,Needs Attention,-0.7799822750895523,-0.16541050911160793
12514,267,1,1017.68,1,1,3,113,Big Spender (Inactive),6.926262950537876,0.6931471805599453,2,Lost,-1.276551255552544,1.3330629326450638
12515,353,1,383.7,1,1,2,112,Hibernating,5.95246380975825,0.6931471805599453,2,Lost,-2.1680740179720175,1.7921620800763636
12516,78,2,1312.06,2,2,3,223,Big Spender (Inactive),7.180115570136106,1.0986122886681098,0,Promising,0.13133841357203793,-0.06128565287891259
12517,28,5,2502.84,3,3,4,334,Loyal Customer,7.825580832414862,1.791759469228055,0,Promising,1.3212377051728879,0.005583424546702361
12518,1,5,2056.89,4,3,4,434,Loyal Customer,7.629436465014086,1.791759469228055,0,Promising,1.3559330915004126,-0.28933782598590313
12519,64,1,340.84,2,1,2,212,Hibernating,5.83434279133577,0.6931471805599453,1,Needs Attention,-0.8286699582255069,-0.7692987276517338
12520,79,5,2634.26,2,3,4,234,At Risk,7.876737127834484,1.791759469228055,0,Promising,1.099681630404501,0.4667128639988723
12521,143,1,599.68,1,1,2,112,Hibernating,6.39806234681208,0.6931471805599453,1,Needs Attention,-0.9351618830993726,0.09055916215911429
12522,39,2,192.72,3,2,1,321,Potential Loyalist,5.266413817535028,1.0986122886681098,1,Needs Attention,-0.6151073051061947,-0.977124913379485
12523,19,11,1789.77,3,4,4,344,Loyal Customer,7.490400973937009,2.4849066497880004,3,High Value,1.8338133046139764,0.1361773914635525
12524,9,8,4485.72,4,4,4,444,Champion,8.408877201532766,2.1972245773362196,3,High Value,2.068252555290093,0.19608069072502723
12526,1,3,1316.66,4,3,3,433,Loyal Customer,7.183612715167257,1.3862943611198906,0,Promising,0.7679355427092904,-0.6045993348567317
12527,82,3,348.71000000000004,2,3,2,232,At Risk,5.857104239599851,1.3862943611198906,1,Needs Attention,-0.27174006975355663,-0.2951722555566333
12528,9,6,1933.48,4,4,4,444,Champion,7.567593835498341,1.9459101490553132,0,Promising,1.427779851372042,-0.16906214628031113
12530,60,4,1662.28,2,3,4,234,At Risk,7.416546835435133,1.6094379124341003,0,Promising,0.8002415336146483,0.08085276149134661
12531,15,1,125.22,4,1,1,411,New Customer,4.838026416156094,0.6931471805599453,1,Needs Attention,-1.0785625404280945,-1.4969170252862536
12532,30,1,349.83000000000004,3,1,2,312,Potential Loyalist,5.860301775655642,0.6931471805599453,1,Needs Attention,-0.6516206377003478,-1.0586726071593768
12534,131,1,1089.18,2,1,3,213,Big Spender (Inactive),6.9940980992041535,0.6931471805599453,1,Needs Attention,-0.5859429999446745,0.16475111914038168
12535,92,2,716.35,2,2,3,223,Big Spender (Inactive),6.575563866544399,1.0986122886681098,1,Needs Attention,-0.23170975136310618,-0.12055542015000355
12536,43,3,12601.830000000002,3,3,4,334,Loyal Customer,9.441676670894656,1.3862943611198906,0,Promising,1.6681245400467584,0.4409233570825609
12538,29,1,363.95,3,1,2,312,Potential Loyalist,5.899760357897641,0.6931471805599453,1,Needs Attention,-0.6275079179168304,-1.0555578180692424
12539,22,4,5568.35,3,3,4,334,Loyal Customer,8.625033629522884,1.6094379124341003,0,Promising,1.5743796769143905,0.11180316812809146
12540,20,17,13400.24,3,4,4,344,Loyal Customer,9.503102518971122,2.8903717578961645,3,High Value,3.182511305423348,0.9309415637606312
12541,30,3,981.18,3,3,3,333,Loyal Customer,6.889774590946187,1.3862943611198906,0,Promising,0.4841791460452534,-0.4394106247659938
12544,36,1,372.7,3,1,2,312,Potential Loyalist,5.923453336491439,0.6931471805599453,1,Needs Attention,-0.6497723115164794,-0.9872566475053771
12545,75,2,1000.39,2,2,3,223,Big Spender (Inactive),6.9091443138264115,1.0986122886681098,0,Promising,0.013451996876465156,-0.16891906273554666
12546,47,2,1161.5,3,2,3,323,Hibernating,7.058328137461511,1.0986122886681098,0,Promising,0.22169984749447957,-0.36882820212737377
12547,198,2,207.8,1,2,1,121,Lost Customer,5.341376856008484,1.0986122886681098,2,Lost,-1.3471372402604198,0.4351189528521103
12548,166,1,95.2,1,1,1,111,Hibernating,4.566429357671661,0.6931471805599453,2,Lost,-1.9412380495475146,-0.25871887352038175
12550,79,1,964.83,2,1,3,213,Big Spender (Inactive),6.872987835288763,0.6931471805599453,1,Needs Attention,-0.3937302636542721,-0.32613610215532557
12551,358,1,168.0,1,1,1,111,Hibernating,5.1298987149230735,0.6931471805599453,2,Lost,-2.5941289526804465,1.5887275640561092
12552,39,2,437.82,3,2,2,322,Potential Loyalist,6.084089306213804,1.0986122886681098,1,Needs Attention,-0.2156128388216567,-0.7314575258533542
12553,8,10,3692.28,4,4,4,444,Champion,8.214270231095687,2.3978952727983707,3,High Value,2.161214621666881,0.21860714178181254
12556,50,2,603.71,3,2,2,322,Potential Loyalist,6.404749004268278,1.0986122886681098,1,Needs Attention,-0.11212443219445685,-0.5389723237856654
12557,16,5,11990.96,4,3,4,434,Loyal Customer,9.391991704219832,1.791759469228055,3,High Value,2.1445560272774333,0.3713207730765413
12558,8,1,269.96,4,1,1,411,New Customer,5.601971208509516,0.6931471805599453,1,Needs Attention,-0.6714793094207904,-1.3285755225835316
12559,311,2,561.71,1,2,2,122,Lost Customer,6.33276439774036,1.0986122886681098,2,Lost,-1.4090484294679235,1.7206411629574843
12560,5,3,2134.01,4,3,4,434,Loyal Customer,7.666226609492505,1.3862943611198906,0,Promising,0.9843906081582416,-0.4246383391635079
12561,303,1,238.85,1,1,1,111,Hibernating,5.480013727948073,0.6931471805599453,2,Lost,-2.1571851741618135,1.2131969648651264
12562,8,7,3781.74,4,4,4,444,Champion,8.238203893748778,2.0794415416798357,3,High Value,1.8821673378554333,0.08339206933174863
12564,261,1,456.9,1,1,2,112,Hibernating,6.12665081966305,0.6931471805599453,2,Lost,-1.638214601803536,1.0403802886370594
12565,289,1,145.92,1,1,1,111,Hibernating,4.989888220951467,0.6931471805599453,2,Lost,-2.3289671393366667,0.9435752657377778
12566,86,1,351.65,2,1,2,212,Hibernating,5.865476063654188,0.6931471805599453,1,Needs Attention,-0.9198138337199077,-0.5676563466891346
12567,23,10,9401.28,3,4,4,344,Loyal Customer,9.148707492038316,2.3978952727983707,3,High Value,2.545241168867527,0.6304609483561663
12569,2,32,4124.69,4,4,4,444,Champion,8.324988557507531,3.4965075614664802,3,High Value,3.247321214628931,0.6907061419627749
12571,40,2,519.61,3,2,2,322,Potential Loyalist,6.255001200981438,1.0986122886681098,1,Needs Attention,-0.1369441464207583,-0.6713673317745662
12572,9,2,1020.42,4,2,3,423,New Customer,6.928949094989139,1.0986122886681098,0,Promising,0.34219237497600064,-0.7398343289550986
12573,227,1,160.54000000000002,1,1,1,111,Hibernating,5.08475279001415,0.6931471805599453,2,Lost,-1.9828917776332724,0.4301729654156325
12574,316,1,218.45,1,1,1,111,Hibernating,5.391124416134243,0.6931471805599453,2,Lost,-2.2634601209039844,1.3001155500212616
12576,36,5,1315.83,3,3,3,333,Loyal Customer,7.182982612166326,1.791759469228055,0,Promising,0.968606870006865,-0.11755959050482946
12577,35,3,657.8,3,3,2,332,Loyal Customer,6.490419998303485,1.3862943611198906,0,Promising,0.2648935911706045,-0.5156932084038269
12578,21,2,2794.51,3,2,4,324,Hibernating,7.935769837637909,1.0986122886681098,0,Promising,0.7760864857692011,-0.33245435040942595
12579,78,1,440.42,2,1,2,212,Hibernating,6.0899968031722285,0.6931471805599453,1,Needs Attention,-0.771444520811191,-0.5701230678919275
12580,247,1,415.7,1,1,2,112,Hibernating,6.032366538428407,0.6931471805599453,2,Lost,-1.6165990866714832,0.8896875303358752
12581,40,1,197.71,3,1,1,311,Potential Loyalist,5.291846475417725,0.6931471805599453,1,Needs Attention,-0.9776958316608287,-1.142058899452794
12582,239,2,511.36,1,2,2,122,Lost Customer,6.239027502962935,1.0986122886681098,2,Lost,-1.1067756457318105,1.0631704250082676
12583,3,15,7281.38,4,4,4,444,Champion,8.89321301083995,2.772588722239781,3,High Value,2.859185668987567,0.5464459705904635
12584,4,9,2338.15,4,4,4,444,Champion,7.757542894498013,2.302585092994046,3,High Value,1.8703911260756587,0.0038029418650569677
12585,234,2,2040.1,1,2,4,124,Big Spender (Inactive),7.621244157199997,1.0986122886681098,2,Lost,-0.4072898645272621,1.4347500529057824
12586,17,1,196.94000000000003,4,1,1,411,New Customer,5.2879639544685455,0.6931471805599453,1,Needs Attention,-0.8684036574112158,-1.3442542861404343
12587,8,1,144.0,4,1,1,411,New Customer,4.976733742420574,0.6931471805599453,1,Needs Attention,-0.9769536831480728,-1.5164256624057735
12588,39,1,214.9,3,1,1,311,Potential Loyalist,5.3748153375207615,0.6931471805599453,1,Needs Attention,-0.9323251479641916,-1.1258716177516075
12589,29,2,646.68,3,2,2,322,Potential Loyalist,6.473396747218991,1.0986122886681098,1,Needs Attention,0.022935482435522864,-0.7018955039067436
12590,211,2,9864.26,1,2,4,124,Big Spender (Inactive),9.196774773912752,1.0986122886681098,0,Promising,0.4736615036313878,1.7070831371410204
12591,317,1,452.85,1,1,2,112,Hibernating,6.117766746972636,0.6931471805599453,2,Lost,-1.9132763384336822,1.5271727698804867
